AssemblyName,Organism
UCB_Xtro_10.0,Xenopus tropicalis
ASM371158v2,Larimichthys crocea
bCorMon1.pri,Corvus moneduloides
ASM965067v1,Talaromyces marneffei
Cryp_gatt_MF34,Cryptococcus cf. gattii
Solenopsis_invicta_SB1.0,Solenopsis invicta
ASM966311v1,Fusarium fujikuroi
ASM966309v1,Fusarium fujikuroi
ASM966305v1,Fusarium fujikuroi
Okis_V2,Oncorhynchus kisutch
ASM961799v1,Halomicrobium sp. LC1Hm
ASM961797v1,Candidatus Nanohalobium constans
UU_WB_2.1,Giardia intestinalis
ASM960240v1,Sulfolobus sp. E11-6
ASM960170v1,Sulfolobus sp. E5-1-F
palm_55x_up_171113_PBpolish2nd_filt_p,Phoenix dactylifera
ARS_UNL_BGru_maternal_1.0_p,Bos grunniens x Bos taurus
ARS_UNL_Btau-highland_paternal_1.0_alt,Bos grunniens x Bos taurus
ASM929997v1,Solenopsis invicta
ASM929996v1,Solenopsis invicta
ASM936387v1,Mikania micrantha
ASM949813v1,Clavispora lusitaniae
ASM949811v1,Clavispora lusitaniae
ASM949809v1,Clavispora lusitaniae
ASM949807v1,Clavispora lusitaniae
ASM949805v1,Clavispora lusitaniae
Turkey_5.1,Meleagris gallopavo
ASM939291v1,Candidatus Forterrea multitransposorum CG_2015-17_Forterrea_25_41
ASM939289v1,Natronorubrum aibiense
GENO_Phyp_1.0,Pangasianodon hypophthalmus
ASM765513v2,Punica granatum
ASM917658v1,Zea mays
ASM907833v1,Salix brachista
ASM921758v1,Halomicrobium sp. ZPS1
ASM919228v1,Morchella crassipes
ASM23057v5,Cannabis sativa
fThaAma1.1,Thalassophryne amazonica
ALMONDv2,Prunus dulcis
Lad,Leishmania adleri
Lgu,Leishmania guyanensis
LmjF,Leishmania major strain Friedlin
Linf,Leishmania infantum
Lbraz,Leishmania braziliensis
ASM902601v1,Ruditapes philippinarum
ASM901741v1,Aspergillus flavus
ASM901472v1,Nannochloropsis oceanica
ASM901469v1,Nannochloropsis oceanica
ASM893209v1,Pyrus ussuriensis x Pyrus communis
bAlcTor1 primary,Alca torda
Gossypium_barbadense_v1.1,Gossypium barbadense
CamDro3,Camelus dromedarius
UCB_Mmun_1.0,Muntiacus muntjak
PanLeo1.0,Panthera leo
CAU__Wild1.0,Anas platyrhynchos
ASM869237v1,Danio rerio
UIUC_Espe_1.0,Etheostoma spectabile
ASM883154v1,Halorussus halophilus
bTaeGut2pat,Taeniopygia guttata
ASM880781v1,Trichinella spiralis
ASM880777v1,Trichinella spiralis
ASM880775v1,Trichinella spiralis
ASM880779v1,Trichinella spiralis
ASM872823v1,Lichtheimia ramosa
Arabidopsis_thaliana_Eri-1,Arabidopsis thaliana
Arabidopsis_thaliana_Sha,Arabidopsis thaliana
Arabidopsis_thaliana_Kyo,Arabidopsis thaliana
Arabidopsis_thaliana_Cvi-0,Arabidopsis thaliana
Arabidopsis_thaliana_Ler,Arabidopsis thaliana
mPhoSin1.pri,Phocoena sinus
ASM863837v1,Nyssa sinensis
UCSF_Mcou_1,Mastomys coucha
D.miranda_PacBio2.1,Drosophila miranda
Cla97_v1,Citrullus lanatus
ASM845270v1,Bipolaris sorokiniana
ASM845272v1,Bipolaris sorokiniana
ASM845271v1,Bipolaris sorokiniana
CCRI_HENU_Gaus_1.1,Gossypium australe
ASM845273v1,Bipolaris sorokiniana
ASM845278v1,Parastagonospora nodorum
ASM862959v1,Brassica rapa subsp. pekinensis
ASM799369v1,Kluyveromyces lactis
ASM836982v1,Triplophysa tibetana
ASM301371v2,[Candida] auris
STF_HiC,Camarhynchus parvulus
SulIC006_1.0,Sulfuracidifex tepidarius
SulIC007_1.0,Sulfuracidifex tepidarius
ASM827514v1,[Candida] auris
ASM827498v1,Aspergillus sojae
ASM824508v1,Pyrococcus furiosus DSM 3638
ASM815201v1,Thermococcus aciditolerans
ASM812446v1,Cocos nucifera
Bgt_genome_v3.16,Blumeria graminis f. sp. tritici
Kamilah_GGO_v0,Gorilla gorilla gorilla
UCBerk_Dath_EA_1.0,Drosophila athabasca
UCBerk_Dath_EB_1.0,Drosophila athabasca
UCBerk_Dsub_1.0,Drosophila subobscura
UCBerk_Dlow_1.0,Drosophila lowei
ASM808684v1,Pyrenophora teres f. teres
ASM808675v1,Pyrenophora teres f. teres
ASM808672v1,Pyrenophora teres f. teres
ASM808671v1,Sitobion miscanthi
Gossypium_tomentosum_v1.1,Gossypium tomentosum
Gossypium_mustelinum_v1.1,Gossypium mustelinum
Gossypium_darwinii_v1.1,Gossypium darwinii
ASM808049v1,Cordyceps militaris
AYv1.1,Acer yangbiense
rheMacS_1.0,Macaca mulatta
ASM804493v1,Gossypium turneri
ASM803370v1,Methanothermobacter sp. KEPCO-1
UHGG_MGYG-HGUT-02456,Candidatus Methanomethylophilus alvus
UHGG_MGYG-HGUT-02164,Methanosphaera stadtmanae
UHGG_MGYG-HGUT-02160,Candidatus Methanomassiliicoccus intestinalis
fChaCha1.1,Chanos chanos
ASM800077v1,Candidatus Prometheoarchaeum syntrophicum
Populus_simonii_2.0,Populus simonii
ASM371156v2,Takifugu flavidus
Basenji_breed-1.1,Canis lupus familiaris
knifefish_assembly_2.0,Coilia nasus
ASM523415v1,[Candida] auris
ASM34727v4,Cicer arietinum
ASM789654v1,Kryptolebias hermaphroditus
ASM784412v1,Sinonovacula constricta
ASM784424v1,Pyrus betulifolia
ASM785969v1,Chloropicon primus
CERZOS_EC1.0,Eragrostis curvula
ASM783327v1,Salarchaeum sp. JOR-1
ASM764409v1,Sus scrofa
ASM767429v1,Antonospora locustae
fArcCen1,Archocentrus centrarchus
ASM773564v1,Venturia effusa
ASM763785v2,Haemonchus contortus
GCA_900002375,Plasmodium berghei ANKA
GCA_900002385,Plasmodium yoelii
GCA_900002335,Plasmodium chabaudi chabaudi
ASM368901v2,Cicer reticulatum
ASM698077v1,Gossypium hirsutum
ASM698074v1,Gossypium hirsutum
Tcal_SD_v2.1,Tigriopus californicus
ASM756505v1,Rhinopithecus roxellana
gadMor3.0,Gadus morhua
ASM693729v1,Carpinus fangiana
rGopEvg1_v1.p,Gopherus evgoodei
fMyrMur1.1,Myripristis murdjan
fSphaOr1.1,Sphaeramia orbicularis
fSalaFa1.1,Salarias fasciatus
LBRM_genome_annotation,Leishmania braziliensis MHOM/BR/75/M2904
ASM228747v2,Pyrrhoderma noxium
BananaB_V1,Musa balbisiana
ASM674068v1,Candidatus Nitrosopumilus sp. SW
UU_GM_1.1,Giardia muris
ASM635230v1,Cryptococcus floricola
meerkat_22Aug2017_6uvM2_HiC,Suricata suricatta
Asia_NLE_v1,Nomascus leucogenys
YSFRI_EMoa_1.0,Epinephelus moara
ASM634580v1,Octopus sinensis
YALI0,Yarrowia lipolytica WSH-Z06
ASM634578v1,Cicer arietinum
Svevo.v1,Triticum turgidum subsp. durum
ASM627460v1,Thermococcus indicus
ASM615156v1,Cicer arietinum
ASM614915v1,Cryptococcus wingfieldii
PvC01,Plasmodium vivax
03989_v2,Pleurotus ostreatus
CCMSSC00389_v2,Pleurotus ostreatus
ASM611261v1,Pyrenophora teres f. teres 0-1
PGRAM_IIB_1.0,Sporisorium graminicola
lonStrDom2,Lonchura striata domestica
ASM75764v3,Steinernema carpocapsae
ASM341249v2,Echium plantagineum
ASM589074v1,Candida albicans
ASM589076v1,Candida albicans
ASM589077v1,Candida albicans
UMICH_Zoey_3.1,Canis lupus familiaris
ASM589019v1,Natrinema pallidum
ASM577160v1,Scutellaria baicalensis
ASM561035v1,Gossypioides kirkii
ASM557661v1,Natrinema versiforme
bCalAnn1_v1.p,Calypte anna
ASM548500v1,Methanosarcina mazei
ASM540632v1,Haloferax mediterranei ATCC 33500
ASM531712v1,Leishmania amazonensis
ASM531094v1,Haloarcula marismortui ATCC 43049
Setaria_viridis_v2.0,Setaria viridis
ASM528154v1,Epinephelus lanceolatus
ASM522252v1,Metallosphaera prunae
ASM515558v1,Haloprofundus sp. MHR1
S. kudriavzevii CR85 strain,Saccharomyces kudriavzevii
SKCA111,Saccharomyces kudriavzevii
HU_Ppol_1.3.3,Peromyscus polionotus subgriseus
DGRP379,Drosophila melanogaster
ZAAS_Lsic_2.0,Lagenaria siceraria
ASM327317v1,Saccharomyces cerevisiae
ASM480373v1,Halomicrobium mukohataei
fSclFor1.1,Scleropages formosus
ASM479968v1,Halobellus limi
ASM479966v1,Halapricum salinum
ASM479964v1,Natronorubrum bangense
ASM479960v1,Halobacterium salinarum
arahy.Tifrunner.gnm1.KYV3,Arachis hypogaea
glyma.Lee.gnm1,Glycine max
RBG5266v2,Fusarium pseudograminearum
Eluc_v4,Esox lucius
Pads_1.0,Pyxicephalus adspersus
EGFV_Vit.rip_1.0,Vitis riparia
ASM438214v1,Drosophila mauritiana
ASM438218v1,Drosophila simulans
Jm3101_v1.0,Juglans microcarpa x Juglans regia
JrSerr_v1.0,Juglans microcarpa x Juglans regia
ASM327013v1,Saccharomyces cerevisiae
ASM327018v1,Saccharomyces cerevisiae
ASM327017v1,Saccharomyces cerevisiae
ASM327009v1,Saccharomyces cerevisiae
ASM327014v1,Saccharomyces cerevisiae
ASM327104v1,Saccharomyces cerevisiae
ASM327059v1,Saccharomyces cerevisiae
ASM327057v1,Saccharomyces cerevisiae
ASM327056v1,Saccharomyces cerevisiae
ASM327098v1,Saccharomyces cerevisiae
ASM327095v1,Saccharomyces cerevisiae
ASM327094v1,Saccharomyces cerevisiae
ASM327053v1,Saccharomyces cerevisiae
ASM327093v1,Saccharomyces cerevisiae
ASM327045v1,Saccharomyces cerevisiae
ASM327046v1,Saccharomyces cerevisiae
ASM327085v1,Saccharomyces cerevisiae
ASM327082v1,Saccharomyces cerevisiae
ASM327083v1,Saccharomyces cerevisiae
ASM327081v1,Saccharomyces cerevisiae
ASM327043v1,Saccharomyces cerevisiae
ASM327042v1,Saccharomyces cerevisiae
ASM327033v1,Saccharomyces cerevisiae
ASM327032v1,Saccharomyces cerevisiae
ASM327031v1,Saccharomyces cerevisiae
ASM327030v1,Saccharomyces cerevisiae
ASM327076v1,Saccharomyces cerevisiae
ASM327024v1,Saccharomyces cerevisiae
ASM327071v1,Saccharomyces cerevisiae
ASM327020v1,Saccharomyces cerevisiae
ASM327341v1,Saccharomyces cerevisiae
ASM327139v1,Saccharomyces cerevisiae
ASM327339v1,Saccharomyces cerevisiae
ASM327136v1,Saccharomyces cerevisiae
ASM327338v1,Saccharomyces cerevisiae
ASM327135v1,Saccharomyces cerevisiae
ASM327131v1,Saccharomyces cerevisiae
ASM327122v1,Saccharomyces cerevisiae
ASM327125v1,Saccharomyces cerevisiae
ASM327124v1,Saccharomyces cerevisiae
ASM327118v1,Saccharomyces cerevisiae
ASM327113v1,Saccharomyces cerevisiae
ASM327329v1,Saccharomyces cerevisiae
ASM327112v1,Saccharomyces cerevisiae
ASM327328v1,Saccharomyces cerevisiae
ASM327327v1,Saccharomyces cerevisiae
ASM327326v1,Saccharomyces cerevisiae
ASM327111v1,Saccharomyces cerevisiae
ASM327316v1,Saccharomyces cerevisiae
ASM327314v1,Saccharomyces cerevisiae
ASM327070v1,Saccharomyces cerevisiae
ASM327069v1,Saccharomyces cerevisiae
ASM327066v1,Saccharomyces cerevisiae
ASM327108v1,Saccharomyces cerevisiae
ASM327340v1,Saccharomyces cerevisiae
ASM479433v1,Pomacea canaliculata
ASM478618v1,Channa argus
pasteur_ecto_instagraal,Ectocarpus sp. Ec32
ASM470698v1,Ipomoea trifida
PBLACG01,Plasmodium sp. gorilla clade G3
AUK_PRJEB4211_v1,Coffea canephora
PPRFG01,Plasmodium sp. gorilla clade G1
PvHMP-013,Plasmodium vivax
ASM421037v1,Tachypleus tridentatus
ASM452629v1,Caenorhabditis elegans
HMN_v3,Hymenolepis microstoma
ASM327398v1,Saccharomyces cerevisiae
ASM327241v1,Saccharomyces cerevisiae
ASM327240v1,Saccharomyces cerevisiae
ASM327231v1,Saccharomyces cerevisiae
ASM327230v1,Saccharomyces cerevisiae
ASM327395v1,Saccharomyces cerevisiae
ASM327229v1,Saccharomyces cerevisiae
ASM327228v1,Saccharomyces cerevisiae
ASM327393v1,Saccharomyces cerevisiae
ASM327392v1,Saccharomyces cerevisiae
ASM327219v1,Saccharomyces cerevisiae
ASM327217v1,Saccharomyces cerevisiae
ASM327218v1,Saccharomyces cerevisiae
ASM327216v1,Saccharomyces cerevisiae
ASM327207v1,Saccharomyces cerevisiae
ASM327383v1,Saccharomyces cerevisiae
ASM327382v1,Saccharomyces cerevisiae
ASM327381v1,Saccharomyces cerevisiae
ASM327205v1,Saccharomyces cerevisiae
ASM327204v1,Saccharomyces cerevisiae
ASM327380v1,Saccharomyces cerevisiae
ASM327206v1,Saccharomyces cerevisiae
ASM327372v1,Saccharomyces cerevisiae
ASM327195v1,Saccharomyces cerevisiae
ASM327194v1,Saccharomyces cerevisiae
ASM327192v1,Saccharomyces cerevisiae
ASM451948v1,Nannochloropsis oceanica
ASM327370v1,Saccharomyces cerevisiae
ASM327193v1,Saccharomyces cerevisiae
ASM327182v1,Saccharomyces cerevisiae
ASM327369v1,Saccharomyces cerevisiae
ASM327181v1,Saccharomyces cerevisiae
ASM327180v1,Saccharomyces cerevisiae
ASM327169v1,Saccharomyces cerevisiae
ASM327177v1,Saccharomyces cerevisiae
ASM327167v1,Saccharomyces cerevisiae
ASM327368v1,Saccharomyces cerevisiae
ASM327362v1,Saccharomyces cerevisiae
ASM327358v1,Saccharomyces cerevisiae
ASM327170v1,Saccharomyces cerevisiae
ASM327164v1,Saccharomyces cerevisiae
ASM327155v1,Saccharomyces cerevisiae
ASM327150v1,Saccharomyces cerevisiae
ASM327154v1,Saccharomyces cerevisiae
ASM327156v1,Saccharomyces cerevisiae
ASM327357v1,Saccharomyces cerevisiae
ASM327153v1,Saccharomyces cerevisiae
ASM327147v1,Saccharomyces cerevisiae
ASM327142v1,Saccharomyces cerevisiae
ASM327355v1,Saccharomyces cerevisiae
ASM327353v1,Saccharomyces cerevisiae
ASM327349v1,Saccharomyces cerevisiae
ASM327183v1,Saccharomyces cerevisiae
Tetep-1.0_genome,Oryza sativa
Nitrosocosmicus franklandus C13,Candidatus Nitrosocosmicus franklandus
CVASU_BBG_1.0,Capra hircus
Parus_major1.1,Parus major
ASM435440v1,Andrographis paniculata
ASM434828v1,Thymallus thymallus
ASM433798v1,Pyricularia pennisetigena
PspLS,Pyricularia sp. CBS 133598
PFLA_1.0,Perca flavescens
ASM435590v1,Pyricularia grisea
ASM434813v1,Oryzias latipes
ASM434809v1,Oryzias latipes
ASM434744v1,Oryzias latipes
Mmul_10,Macaca mulatta
ASM434696v1,Pyricularia oryzae
ASM283717v2,Physeter catodon
PodMur_1.0,Podarcis muralis
ASM432916v1,Spatholobus suberectus
UCBerk_Dpse_1.0,Drosophila pseudoobscura
ASM432846v1,Saccharomyces cerevisiae
Vangularis_v1,Vigna angularis var. angularis
Ath.Ler-0.MPIPZ.v1.0,Arabidopsis thaliana
ASM429982v1,Cercospora sojina
ASM429976v1,Talaromyces funiculosus
ASM429570v1,Oryza sativa Japonica Group
GRCg6a,Gallus gallus
ASM419377v2,Glycine soja
haemonchus_contortus_MHCO3ISE_4.0,Haemonchus contortus
ASM421770v1,Metschnikowia aff. pulcherrima
fCotGob3.1,Cottoperca gobio
JHU_CGRice_1.0,Oryza sativa
ASM417044v1,Arachis hypogaea
ASM415031v1,Actinidia eriantha
PVVCY_v1,Plasmodium vinckei vinckei
ASM367621v3,Rhopalosiphum maidis
ASEM_AUS1_V1.0,Alloteropsis semialata
ASM327294v1,Saccharomyces cerevisiae
ASM327461v1,Saccharomyces cerevisiae
ASM327422v1,Saccharomyces cerevisiae
ASM327292v1,Saccharomyces cerevisiae
ASM327460v1,Saccharomyces cerevisiae
ASM327620v1,Saccharomyces cerevisiae
ASM327421v1,Saccharomyces cerevisiae
ASM327459v1,Saccharomyces cerevisiae
ASM327290v1,Saccharomyces cerevisiae
ASM327618v1,Saccharomyces cerevisiae
ASM327412v1,Saccharomyces cerevisiae
ASM327458v1,Saccharomyces cerevisiae
ASM327409v1,Saccharomyces cerevisiae
ASM327449v1,Saccharomyces cerevisiae
ASM327448v1,Saccharomyces cerevisiae
ASM327285v1,Saccharomyces cerevisiae
ASM327447v1,Saccharomyces cerevisiae
ASM327283v1,Saccharomyces cerevisiae
ASM327446v1,Saccharomyces cerevisiae
ASM327281v1,Saccharomyces cerevisiae
ASM327275v1,Saccharomyces cerevisiae
ASM327442v1,Saccharomyces cerevisiae
ASM327272v1,Saccharomyces cerevisiae
ASM327614v1,Saccharomyces cerevisiae
ASM327613v1,Saccharomyces cerevisiae
ASM327408v1,Saccharomyces cerevisiae
ASM327436v1,Saccharomyces cerevisiae
ASM327271v1,Saccharomyces cerevisiae
ASM327270v1,Saccharomyces cerevisiae
ASM327434v1,Saccharomyces cerevisiae
ASM327405v1,Saccharomyces cerevisiae
ASM327432v1,Saccharomyces cerevisiae
ASM327402v1,Saccharomyces cerevisiae
ASM327431v1,Saccharomyces cerevisiae
ASM327266v1,Saccharomyces cerevisiae
ASM327315v1,Saccharomyces cerevisiae
ASM327262v1,Saccharomyces cerevisiae
ASM327259v1,Saccharomyces cerevisiae
ASM327307v1,Saccharomyces cerevisiae
ASM327257v1,Saccharomyces cerevisiae
ASM327304v1,Saccharomyces cerevisiae
ASM327420v1,Saccharomyces cerevisiae
ASM327253v1,Saccharomyces cerevisiae
ASM327419v1,Saccharomyces cerevisiae
ASM327303v1,Saccharomyces cerevisiae
ASM327252v1,Saccharomyces cerevisiae
ASM327302v1,Saccharomyces cerevisiae
ASM327244v1,Saccharomyces cerevisiae
ASM327297v1,Saccharomyces cerevisiae
ASM327242v1,Saccharomyces cerevisiae
ASM327623v1,Saccharomyces cerevisiae
ASM412651v1,Halorubrum ezzemoulense
ASM411538v1,Malus domestica
ASM410974v1,Verticillium dahliae
ASM411437v1,Halorubrum sp. BOL3-1
ASM344897v2,Anopheles stephensi
ASM344895v2,Anopheles stephensi
ASM408783v1,Halorussus pelagicus
ASM402866v1,Lateolabrax maculatus
RchiOBHm-V2,Rosa chinensis
Gothu_v1,Gossypium thurberi
ASM402354v1,Lateolabrax maculatus
ASM327521v1,Saccharomyces cerevisiae
ASM327512v1,Saccharomyces cerevisiae
ASM327510v1,Saccharomyces cerevisiae
ASM327511v1,Saccharomyces cerevisiae
ASM327509v1,Saccharomyces cerevisiae
ASM327500v1,Saccharomyces cerevisiae
ASM327498v1,Saccharomyces cerevisiae
ASM327497v1,Saccharomyces cerevisiae
ASM327499v1,Saccharomyces cerevisiae
ASM327490v1,Saccharomyces cerevisiae
ASM327486v1,Saccharomyces cerevisiae
ASM327485v1,Saccharomyces cerevisiae
ASM327484v1,Saccharomyces cerevisiae
ASM327482v1,Saccharomyces cerevisiae
ASM327473v1,Saccharomyces cerevisiae
ASM327561v1,Saccharomyces cerevisiae
ASM327560v1,Saccharomyces cerevisiae
ASM327558v1,Saccharomyces cerevisiae
ASM327557v1,Saccharomyces cerevisiae
ASM327547v1,Saccharomyces cerevisiae
ASM327545v1,Saccharomyces cerevisiae
ASM327536v1,Saccharomyces cerevisiae
ASM327534v1,Saccharomyces cerevisiae
ASM327524v1,Saccharomyces cerevisiae
ASM327522v1,Saccharomyces cerevisiae
ASM327523v1,Saccharomyces cerevisiae
ASM327533v1,Saccharomyces cerevisiae
ASM327538v1,Saccharomyces cerevisiae
ASM327568v1,Saccharomyces cerevisiae
ASM327574v1,Saccharomyces cerevisiae
ASM327575v1,Saccharomyces cerevisiae
ASM327578v1,Saccharomyces cerevisiae
ASM327571v1,Saccharomyces cerevisiae
ASM327550v1,Saccharomyces cerevisiae
ASM327546v1,Saccharomyces cerevisiae
ASM327472v1,Saccharomyces cerevisiae
ASM327470v1,Saccharomyces cerevisiae
ASM327582v1,Saccharomyces cerevisiae
ASM327471v1,Saccharomyces cerevisiae
ASM327629v1,Saccharomyces cerevisiae
ASM327632v1,Saccharomyces cerevisiae
ASM327624v1,Saccharomyces cerevisiae
ASM327636v1,Saccharomyces cerevisiae
ASM327639v1,Saccharomyces cerevisiae
ASM327637v1,Saccharomyces cerevisiae
ASM327640v1,Saccharomyces cerevisiae
ASM327648v1,Saccharomyces cerevisiae
ASM327649v1,Saccharomyces cerevisiae
ASM327650v1,Saccharomyces cerevisiae
ASM327651v1,Saccharomyces cerevisiae
ASM327660v1,Saccharomyces cerevisiae
ASM401493v1,Saccharomycopsis malanga
ASM18179v3,Trichinella spiralis
ASM397150v1,Talaromyces marneffei
OJAV_1.1,Oryzias javanicus
ASM327587v1,Saccharomyces cerevisiae
ASM327588v1,Saccharomyces cerevisiae
ASM327596v1,Saccharomyces cerevisiae
ASM327595v1,Saccharomyces cerevisiae
ASM327600v1,Saccharomyces cerevisiae
ASM327607v1,Saccharomyces cerevisiae
ASM327583v1,Saccharomyces cerevisiae
ASM327601v1,Saccharomyces cerevisiae
ASM327608v1,Saccharomyces cerevisiae
ASM327662v1,Saccharomyces cerevisiae
ASM327661v1,Saccharomyces cerevisiae
ASM327663v1,Saccharomyces cerevisiae
ASM327673v1,Saccharomyces cerevisiae
ASM327687v1,Saccharomyces cerevisiae
ASM327674v1,Saccharomyces cerevisiae
ASM327675v1,Saccharomyces cerevisiae
ASM327684v1,Saccharomyces cerevisiae
ASM327696v1,Saccharomyces cerevisiae
ASM327697v1,Saccharomyces cerevisiae
ASM327699v1,Saccharomyces cerevisiae
ASM327686v1,Saccharomyces cerevisiae
ASM327709v1,Saccharomyces cerevisiae
ASM327761v1,Saccharomyces cerevisiae
ASM327759v1,Saccharomyces cerevisiae
ASM327698v1,Saccharomyces cerevisiae
ASM327708v1,Saccharomyces cerevisiae
ASM327763v1,Saccharomyces cerevisiae
ASM327771v1,Saccharomyces cerevisiae
ASM327773v1,Saccharomyces cerevisiae
ASM327764v1,Saccharomyces cerevisiae
ASM399968v1,Taiwanofungus camphoratus
UTA_CroVir_3.0,Crotalus viridis viridis
FolCA3_D11_v1,Fusarium oxysporum f. sp. lycopersici
ASM399081v1,Daphnia magna
ASM399080v1,Paecilomyces variotii
PfDd2-3,Plasmodium falciparum
PfKE01-3,Plasmodium falciparum
PfGN01-3,Plasmodium falciparum
PfHB3-3,Plasmodium falciparum
PfGA01-3,Plasmodium falciparum
PfKH02-3,Plasmodium falciparum
PfKH01-3,Plasmodium falciparum
PfGB4-3,Plasmodium falciparum
PfIT-3,Plasmodium falciparum
PfTG01-3,Plasmodium falciparum
PfSN01-3,Plasmodium falciparum
PfML01-3,Plasmodium falciparum
Trifolium pratense genome v3,Trifolium pratense
Sacidi_1.0,Sulfodiicoccus acidiphilus
CH Campala Lr22a Pseudomolecule v5,Triticum aestivum
AfunF3,Anopheles funestus
ASM395583v1,Exophiala lecanii-corni
ASM332763v1,Saccharomyces kudriavzevii
ASM332760v1,Saccharomyces eubayanus
ASM371957v1,Leishmania donovani
ASM371966v1,Saccharomyces cerevisiae
ASM371963v1,Saccharomyces cerevisiae
Pyy3AE-2,Plasmodium yoelii
Pyy33X-2,Plasmodium yoelii
Pyy2CL-2,Plasmodium yoelii
Pyy1AR-2,Plasmodium yoelii
Pyy1.1-2,Plasmodium yoelii
Pyk193L-2,Plasmodium yoelii killicki
Pvk194ZZ-2,Plasmodium yoelii killicki
Pvb1-69-2,Plasmodium vinckei brucechwatti
PchV52-2,Plasmodium vinckei vinckei
Pch2CR-2,Plasmodium vinckei petteri
PfCD01-2,Plasmodium falciparum
ASM386521v1,Oryza sativa
ASM386523v1,Oryza sativa Japonica Group
ASM385683v1,Haloplanus aerogenes
ASM385679v1,Hyphopichia burtonii
ASM385677v1,Hyphopichia pseudoburtonii
UOA_Angus_1,Bos indicus x Bos taurus
UOA_Brahman_1,Bos indicus x Bos taurus
ASM385221v1,Saccharolobus solfataricus
ASM385219v1,Saccharolobus solfataricus
ASM385217v1,Saccharolobus solfataricus
ASM385215v1,Saccharolobus solfataricus
ASM385213v1,Saccharolobus solfataricus
ASM385211v1,Saccharolobus solfataricus
ASM385209v1,Saccharolobus solfataricus
IASCAAS_PekingDuck_PBH1.5,Anas platyrhynchos
Nemo_v1.1,Amphiprion percula
ASM327772v1,Saccharomyces cerevisiae
ASM327711v1,Saccharomyces cerevisiae
ASM327720v1,Saccharomyces cerevisiae
ASM327710v1,Saccharomyces cerevisiae
ASM327724v1,Saccharomyces cerevisiae
ASM327723v1,Saccharomyces cerevisiae
ASM327725v1,Saccharomyces cerevisiae
ASM327729v1,Saccharomyces cerevisiae
ASM327735v1,Saccharomyces cerevisiae
ASM327736v1,Saccharomyces cerevisiae
ASM327737v1,Saccharomyces cerevisiae
ASM327738v1,Saccharomyces cerevisiae
ASM327747v1,Saccharomyces cerevisiae
ASM327748v1,Saccharomyces cerevisiae
ASM327749v1,Saccharomyces cerevisiae
ASM327750v1,Saccharomyces cerevisiae
ASM327786v1,Saccharomyces cerevisiae
ASM327775v1,Saccharomyces cerevisiae
ASM327781v1,Saccharomyces cerevisiae
ASM327787v1,Saccharomyces cerevisiae
LCFGL_HiC_1.0,Larimichthys crocea
L_crocea_2.0,Larimichthys crocea
ASM341772v2,Cannabis sativa
ASM381444v1,Epichloe festucae Fl1
ASM371315v1,Arachis hypogaea
ASM370928v1,Saccharomyces cerevisiae
ASM96843v2,Saccharolobus solfataricus
Cara_1.0,Coffea arabica
Ceug_1.0,Coffea eugenioides
ASM371124v1,Candidatus Methanomethylophilus alvus
Zm-DK105-REFERENCE-TUM-1.0,Zea mays
Zm-PE0075-REFERENCE-TUM-1.0,Zea mays
ASM332655v1,Saccharomyces cerevisiae
ASM332652v1,Saccharomyces cerevisiae
ASM332651v1,Saccharomyces cerevisiae
ASM332656v1,Saccharomyces cerevisiae
ASM331697v2,Fusarium verticillioides
ASM331699v2,Fusarium verticillioides
ASM331701v2,Fusarium verticillioides
ASM96839v2,Saccharolobus solfataricus
ASM96835v2,Saccharolobus solfataricus
ASM369160v1,Malassezia restricta CBS 7877
version1,Podospora comata
Pm_0390_v2,Panicum miliaceum
MH63RS2,Oryza sativa Indica Group
Obir_v5.4,Ooceraea biroi
HG00733_Phased_Diploid,Homo sapiens
ASM130461v2,Methanosarcina flavescens
FoC_Fus2_v1,Fusarium oxysporum f. sp. cepae
ASM192302v3,Taenia multiceps
YAL1,Saccharomyces cerevisiae
tn1,Trichoplusia ni
ASM358462v1,Methanothermobacter sp. MT-2
ASM358460v1,Methanosarcina thermophila
ASM357666v1,Ipomoea trifida
ASM357664v1,Ipomoea triloba
X_couchianus-1.0,Xiphophorus couchianus
ASM357369v1,Papaver somniferum
Brassica_rapa_FPsc_v1.3,Brassica rapa
MtrunA17r5.0-ANR,Medicago truncatula
Sspon.HiC_chr_asm,Saccharum spontaneum
ASM354387v1,Trypanosoma brucei equiperdum
Amel_HAv3.1,Apis mellifera
ASM349130v1,Methanobacterium sp. BAmetb5
ASM349128v1,Methanobacterium sp. BRmetb2
ASM345473v1,Candida albicans
OLHI0,[Candida] hispaniensis
iwgsc_refseqv1.0,Triticum aestivum
ASM343084v1,Xanthoceras sorbifolium
ASM343132v1,Acidilobus sp. 7A
ASM343082v1,Natrarchaeobaculum sulfurireducens
ASM343080v1,Natrarchaeobaculum sulfurireducens
SacJureiUoM1,Saccharomyces jurei
MR1_a14_ref,Metschnikowia reukaufii
ASM339711v2,Drosophila melanogaster
ASM340200v1,Drosophila melanogaster
ASM340197v1,Drosophila melanogaster
ASM340192v1,Drosophila melanogaster
ASM340191v1,Drosophila melanogaster
ASM340188v1,Drosophila melanogaster
ASM340185v1,Drosophila melanogaster
ASM340180v1,Drosophila melanogaster
ASM340179v1,Drosophila melanogaster
ASM340174v1,Drosophila melanogaster
ASM340173v1,Drosophila melanogaster
